title,abstract
Current Situation of Digitalized Ship Navigation System for Safety,"Automatic Identification System (AIS) has to be on board in every ship over 500 gross tonnages (GT) in Japan from July 1, 2008. This is a response of amendment of maritime relating laws in accordance with SOLAS (International Convention for the Safety of Life at Sea) Convention and IMO (International Maritime Organization) requires all ships over 500 GT or upward are fitted with ship borne AIS. AIS is a system which makes it possible to get precise on-line information from a large area about ships and their movements. AIS is based on a ship borne radio wave of VHF, it continuously and automatically transmits fixed, dynamic and voyage-related information and receives corresponding information from other ships near by. VTS (Vessel Transport Service) is provided by collection of AIS information from ships. Most of the VTS stations around the area of Gulf of Finland have equipped with coastal surveillance system with radar for early warnings to endangering ships. Combinations of AIS and VTS, in addition, practical lane-separation system have also been activated under international agreement of Russia, Estonia and Finland. These three systems are well combined and organised then significant effects of reducing risks of ship borne accidents have been observed. Practices of Gulf of Finland should be introduced other congested sea lanes."
Inference of gene predictor set using Boolean satisfiability,"The inference of gene predictors in the gene regulatory network (GRN) has become an important research area in the genomics and medical disciplines. Accurate predicators are necessary for constructing the GRN model and to enable targeted biological experiments that attempt to validate or control the regulation process. In this paper, we implement a SAT-based algorithm to determine the gene predictor set from steady state gene expression data (attractor states). Using the attractor states as input, the states are ordered into attractor cycles. For each attractor cycle ordering, all possible predictors are enumerated and a conjunctive normal form (CNF) expression is generated which encodes these predictors and their biological constraints. Each CNF is solved using a SAT solver to find candidate predictor sets. Statistical analysis of the resulting predictor sets selects the most likely predictor set of the GRN, corresponding to the attractor data. We demonstrate our algorithm on attractor state data from a melanoma study [1] and present our predictor set results."
Integration of Chemical and Visual Sensors for Identifying an Odor Source in Near Shore Ocean Conditions,"This paper develops new multiple sensor-based algorithms for identifying a chemical odor source in a near-shore and ocean environment via an autonomous underwater vehicle (AUV). Those algorithms implement two modules: source declaration and source verification, which are embedded in a subsumption architecture for chemical plume tracing (CPT). The source declaration module is based on chemical events detected by a chemical sensor, in combination with measured vehicle locations and fluid flow directions, while the source verification module uses a fuzzy color segmentation algorithm to process an image taken when the odor source is declared."
HIVSetSubtype: software for subtype classification of HIV-1 sequences,An automated web based tool for assigning HIV-1 pure and recombinant subtypes within unaligned sequences is presented. The system combines the BLAST search algorithm and the recombination identification program for genetic subtyping of HIV-1. The software was validated through combined analysis of simulated and other HIV-1 real data.
Robust intensity-based 3D-2D registration of ct and X-ray images for precise estimation of cup alignment after total hip arthroplasty,"The widely used procedure of evaluation of cup orientation following THA using single standard anteroposterior radiograph is known inaccurate, largely due to the wide variability in individual pelvic position relative to X-ray plate. 3D-2D image registration methods have been introduced to estimate the transformation between a CT volume and the radiograph for an accurate estimation of the cup orientation relative to an anatomical reference extracted from the CT data. However, the robustness of these methods is questionable. This paper presents a robust image similarity measure which is derived from a variational approximation to mutual information and allows for incorporation of spatial information via energy minimization. Experimental results on estimating cup alignment from single X-ray radiograph with gonadal shielding demonstrate the robustness and the accuracy of the present approach."
Image Denoising with Shrinkage and Redundant Representations,"Shrinkage is a well known and appealing denoising technique. The use of shrinkage is known to be optimal for Gaussian white noise, provided that the sparsity on the signals representation is enforced using a unitary transform. Still, shrinkage is also practiced successfully with nonunitary, and even redundant representations. In this paper we shed some light on this behavior. We show that simple shrinkage could be interpreted as the first iteration of an algorithm that solves the basis pursuit denoising (BPDN) problem. Thus, this work leads to a novel iterative shrinkage algorithm that can be considered as an effective pursuit method. We demonstrate this algorithm, both on synthetic data, and for the image denoising problem, where we learn the image prior parameters directly from the given image. The results in both cases are superior to several popular alternatives."
Global tracking for robot manipulators using a simple causal pd controller plus feedforward,"This paper shows that a well-known causal PD controller plus feedforward solves the global output feedback tracking control problem of robot manipulators, by requiring only the existence of the robot natural damping, no matter how small. To this end, we first demonstrate that a robot controlled by a causal PD is globally input-to-state stable (ISS) with respect to a bounded input disturbance. Then, we prove that the addition of a feedforward compensation renders the error system uniformly globally asymptotically stable. Furthermore, we present a possible extension to more general nonlinear systems and also to uncertain systems."
Prototype-oriented development of high-performance systems,"We discuss the problem of developing performance-oriented software and the need for methodologies. We then present the EDPEPPS (Environment for Design and Performance Evaluation of Portable Parallel Software) approach to the problem of designing and evaluating high-performance (parallel) applications. The EDPEPPS toolset is based on a rapid prototyping philosophy, where the designer synthesises a model of the intended software which may be simulated, and the performance is subsequently analysed using visualisation. The toolset combines a graphical design tool, a simulation facility, and a visualisation tool. The same design is used to produce a code suitable for simulation and real execution."
A Strategy for Vision-Based Controlled Pushing of Microparticles,"In this paper, a strategy for controlled pushing is presented for microassembly of 4.5 mum polystyrene particles on a flat glass substrate using an atomic force microscope probe tip. Real-time vision based feedback from a CCD camera mounted to a high resolution optical microscope is used to track particle positions relative to the tip and target position. Tip-particle system is modeled in 2D as a nonholonomic differential drive robot. Effectiveness of the controller is demonstrated through experiments performed using a single goal position as well as linking a series of target positions to form a single complex trajectory. Cell decomposition and wavefront expansion algorithms are implemented to autonomously locate a navigable path to a specified target position. Control strategy alleviates problem of slipping and spinning during pushing."
Crowd character complexity on Big Hero 6,"On Disney's  Big Hero 6 , we needed to create the city of  San Fransokyo  with unparalleled levels of visual complexity. The cityscape has more buildings and more geometry than any prior Disney film. Inhabiting this city are hundreds of unique characters, each performing a high caliber of animation individually and as a group. These challenges prompted a major upgrade to our existing crowd pipeline and the development of several new technologies in authoring crowd characters, generating crowd animation cycles, and instancing crowds for rendering."
Evaluating real-time Java features and performance for real-time embedded systems,"This paper provides two contributions to the study of programming languages and middleware for real-time and embedded applications. First, we present the empirical results from applying the RTJPerf benchmarking suite to evaluate the efficiency and predictability of several implementations of the real-time specification for Java (RTSJ). Second, we describe some of the techniques used to develop jRate, which is an open-source ahead-of-time-compiled implementation of RTSJ we are developing. Our results indicate that RTSJ implementations are maturing to the point where they can be applied to a variety of real-time embedded applications."
"Biologically inspired design principles for Scalable, Robust, Adaptive, Decentralized search and automated response (RADAR)","Distributed search problems are ubiquitous in Artificial Life (ALife). Many distributed search problems require identifying a rare and previously unseen event and producing a rapid response. This challenge amounts to finding and removing an unknown needle in a very large haystack. Traditional computational search models are unlikely to find, nonetheless, appropriately respond to, novel events, particularly given data distributed across multiple platforms in a variety of formats and sources with variable and unknown reliability. Biological systems have evolved solutions to distributed search and response under uncertainty. Immune systems and ant colonies efficiently scale up massively parallel search with automated response in highly dynamic environments, and both do so using distributed coordination without centralized control. These properties are relevant to ALife, where distributed, autonomous, robust and adaptive control is needed to design robot swarms, mobile computing networks, computer security systems and other distributed intelligent systems. They are also relevant for searching, tracking the spread of ideas, and understanding the impact of innovations in online social networks. We review design principles for Scalable Robust, Adaptive, Decentralized search with Automated Response (Scalable RADAR) in biology. We discuss how biological RADAR scales up efficiently, and then discuss in detail how modular search in the immune system can be mimicked or built upon in ALife. Such search mechanisms are particularly useful when components have limited capacity to communicate and when physical distance makes communication more costly."
Combining Grid and Cloud Resources by Use of Middleware for SPMD Applications,"Distributed computing environments have evolved from in-house clusters to Grids and now Cloud platforms. We, as others, provide HPC benchmarks results over Amazon EC2 that show a lower performance of Cloud resources compared to private resources., So, it is not yet clear how much of impact Clouds will have in high performance computing (HPC). But hybrid Grid/Cloud computing may offer opportunities to increase overall applications performance, while benefiting from in-house computational resources extending them by Cloud ones only whenever needed. In this paper, we advocate the usage of Proactive, a well established middleware in the grid community, for mixed Grid/Cloud computing, extended with features to address Grid/Cloud issues with little or, no effort for application developers. We also introduce a framework, developed in the context of the Disco Grid project, based upon the Proactive middleware to couple HPC domain-decomposition SPMD applications in heterogeneous multi-domain environments. Performance results, coupling Grid and Cloud resources for the execution of such, kind of highly communicating and processing intensive applications, have shown an overhead of about 15%, which is a non-negligible value, but lower enough to consider using such environments to achieve a better cost-performance trade-off than using exclusively Cloud resources."
The evolution of a hierarchical partitioning algorithm for large-scale scientific data: three steps of increasing complexity,"As scientific data sets grow exponentially in size, the need for scalable algorithms that heuristically partition the data increases. In this paper, we describe the three-step evolution of a hierarchical partitioning algorithm for large-scale spatio-temporal scientific data sets generated by massive simulations. The first version of our algorithm uses a simple top-down partitioning technique, which divides the data by using a four-way bisection of the spatio-temporal space. The shortcomings of this algorithm lead to the second version of our partitioning algorithm, which uses a bottom-up approach. In this version, a partition hierarchy is constructed by systematically agglomerating the underlying Cartesian grid that is placed on the data. Finally, the third version of our algorithm utilizes the intrinsic topology of the data given in the original scientific problem to build the partition hierarchy in a bottom-up fashion. Specifically, the topology is used to heuristically agglomerate the data at each level of the partition hierarchy. Despite the growing complexity in our algorithms, the third version of our algorithm builds partition hierarchies in less time and is able to build trees for larger size data sets as compared to the previous two versions."
Determinantal equations for secant varieties and the Eisenbud-Koh-Stillman conjecture,"We address special cases of a question of Eisenbud on the ideals of secant varieties of Veronese re-embeddings of arbitrary varieties. Eisenbud's question generalizes a conjecture of Eisenbud, Koh and Stillman (EKS) for curves. We prove that set-theoretic equations of small secant varieties to a high degree Veronese re-embedding of a smooth variety are determined by equations of the ambient Veronese variety and linear equations. However this is false for singular varieties, and we give explicit counter-examples to the EKS conjecture for singular curves. The techniques we use also allow us to prove a gap and uniqueness theorem for symmetric tensor rank. We put Eisenbud's question in a more general context about the behaviour of border rank under specialisation to a linear subspace, and provide an overview of conjectures coming from signal processing and complexity theory in this context."
An Approach to Supply Simulations of the Functional Environment of ECUs for Hardware-in-the-Loop Test Systems Based on EE-architectures Conform to AUTOSAR,"Today’s vehicles include a complex network of programmableelectronic control units with software components. Avehicle’s electric and electronic (EE) architecture has to bemodeled in an early design phase to evaluate design alternatives.The tool PREEvision offers possibilities to modelEE-architectures considering feature function networks,function networks, component networks as well as wiringharness and the respective mappings.The software architecture specified by AUTOSAR separateshardware dependent and hardware independent softwaremodules. This allows the mapping of hardware independentsoftware applications to different hardware platforms.Hardware-in-the-Loop (HiL) is an established technologyfor testing electronic control units (ECU) and to assurequality. HiL-test-systems (HiL-TS) simulate the ECU’sfunctional environment (car, driver, road, tires, etc.) andadditionally offers the possibility to insert logical faults aswell as electrical faults (short circuit, open load, etc.).Mostly, this HiL-simulation is individually engineered forevery single ECU.This paper introduces a concept for the automated supportof such simulations. This includes the derivation of relevantinformation from the model of the EE-architecture as wellas the portation of the AUTOSAR software architecture tothe HiL-TS. Following this concept, engineering costs canbe reduced and the quality and correctness of the simulationincreased."
Constriction of Mutual Information Based Matching-Suitable Features for SAR Image Aided Navigation,"Mutual information based matching-suitable features are studied in this paper, for the selection of good matching areas with high success probability in SAR matching aided navigation system. Based on the analysis of SAR imaging and multi-source matching, four feature constructing guide lines are proposed first. Then ten candidate features are designed under mutual information measurement. Effectiveness of these features is tested and compared through experiments under real SAR data. And features, such as reference image complexity and absolute value roughness et.al., which show stable monotony and good convergence, can be use as good matching-suitable features in practices."
Blockwise zero mapping image coding,"A coding algorithm of low addressing and implementation complexity is proposed. It is based on partitioning uniformly quantized wavelet coefficients into multiscale blocks with each block classified as either an all-zero block or a non-zero block. The non-zero blocks are coded by a new method called zero-mapping whose outputs are further compressed by a first-order arithmetic coder. The performance of the proposed coding algorithm compares favorably with that of some well-known coding algorithms, particularly for images with considerable high frequency components."
Demo: Distributed video coding applications in wireless multimedia sensor networks,"Novel distributed video coding (DVC) architectures developed by the IBBT DVC group realize state-of-the-art video coding efficiency under stringent energy restrictions, while supporting error-resilience and scalability. Therefore, these architectures are particularly attractive for application scenarios involving low-complexity energy-constrained wireless visual sensors. This demo presents the scenarios, which are considered to be the most promising areas of integration for IBBT's DVC systems, considering feasibility and commercial applicability."
HPC-Europa: towards uniform access to European HPC infrastructures,"One of the goals of the HPC-Europa project is to provide users with a Single Point of Access (SPA) to the resources of HPC centers in Europe. To this end, the HPC-Europa Portal is being built to provide transparent, uniform, flexible and intuitive user access to HPC-Europa resources. In this paper, we present a mechanism that enables end-users to transparently access the diverse services available in the HPC-Europa environment. The uniform job submission interface that uses this mechanism, utilizing the job specification description language (JSDL), is described. We also present the architecture of the SPA, based on the GridSphere portal framework. Finally, we discuss the various interoperability problems encountered, in particular those concerning job submission, security and accounting."
Modeling the faulty behaviour of digital designs using a feed forward neural network approach,"Cosmic rays lead to soft errors and faulty behavior in electronic circuits. Knowing about their faulty behavior before fabrication would be helpful. This research proposes an approach for modeling the faulty behaviour of digital circuits. It could be applied in a design flow before circuit fabrication. This is achieved by extracting information about faulty behaviour of circuits from low-level models expressed in the VHDL language. Afterwards the extracted information is used to train high-level artificial neural networks models expressed in C/C++ or MATLAB TM  languages. The trained neural network models are able to replicate the behaviour of circuits in presence of faults. The methodology is based on experiments done with two benchmarks, the ISCAS-C17 and a 4-bit multiplier. Results show that the neural network approach leads to models that are more accurate than a previously reported signature generation method. For the C17, using only 30% of the dataset generated with the LIFTING fault simulator, the neural network is able to replicate the output of the circuit in presence of faults with a mean absolute modeling error below 6%."
Optimal/Near-Optimal Dimensionality Reduction for Distributed Estimation in Homogeneous and Certain Inhomogeneous Scenarios,"We consider distributed estimation of a deterministic vector parameter from noisy sensor observations in a wireless sensor network (WSN). The observation noise is assumed uncorrelated across sensors. To meet stringent power and bandwidth budgets inherent in WSNs, local data dimensionality reduction is performed at each sensor to reduce the number of messages sent to a fusion center (FC). The problem of interest is to jointly design the compression matrices associated with those sensors, aiming at minimizing the estimation error at the FC. Such a dimensionality reduction problem is investigated in this paper. Specifically, we study a homogeneous environment where all sensors have identical noise covariance matrices and an inhomogeneous environment where the noise covariance matrices across the sensors have the same correlation structure but with different scaling factors. Given a total number of messages sent to the FC, theoretical lower bounds on the estimation error of any compression strategy are derived for both cases. Compression strategies are developed to approach or even attain the corresponding theoretical lower bounds. Performance analysis and simulations are carried out to illustrate the optimality and effectiveness of the proposed compression strategies."
Incentive Compatible Configuration for Wireless Multicast: A Game Theoretic Approach,"Multicast and broadcast service (MBS) is a service offered by the base station (BS) to multiple receivers requesting the same information. Such a BS must be kept updated with the receivers' feedback information (e.g., packet loss rates) to configure the MBS. We propose MBS operation schemes that are dominant-strategy incentive compatible in game theory, i.e., the schemes induce dominant-strategy equilibria, where all selfish receivers reveal their true information. Moreover, the induced equilibria are Pareto efficient and max-min fair. To conclude, the proposed schemes can elicit true feedback information from the receivers, avoiding any manipulation and, thereby, ensuring an efficient and fair system operation."
"Quantization, channel compensation, and energy allocation for estimation in wireless sensor networks","In clustered networks of wireless sensor motes, each mote collects noisy observations of the environment, quantizes these observations into a local estimate of finite length, and forwards them through one or more noisy wireless channels to the Cluster Head (CH). The measurement noise is assumed to be zero-mean and have finite variance. Each wireless hop is assumed to be a Binary Symmetric Channel (BSC) with a known crossover probability. We propose a novel scheme that uses dithered quantization and channel compensation to ensure that each motes' local estimate received by the CH is unbiased. The CH then fuses these unbiased local estimates into a global one using a Best Linear Unbiased Estimator (BLUE). The energy allocation problem at each mote and among different sensor motes are also discussed. Simulation results show that the proposed scheme can achieve much smaller mean square error (MSE) than two other common schemes while using the same amount of energy. The sensitivity of the proposed scheme to errors in estimates of the crossover probability of the BSC channel is studied by both analysis and simulation."
A direct algorithm to compute rational solutions of first order linear q-difference systems,We present an algorithm to compute rational function solutions to a first order system of linear q-difference equations with rational coefficients. We make use of the fact that q-difference equations bear similarity to differential equations at the point 0 and to difference equations at other points. This allows the combining of known algorithms for the differential and the difference cases. This algorithm does not require preliminary uncoupling of the given system.
Product Model Derivation by Model Transformation in Software Product Lines,"Product derivation is an essential part of the Software Product Line (SPL) development process. The paperproposes a model transformation for deriving automatically a UML model of a specific product from the UML model of a product line. This work is a part of a larger project aiming to integrate performance analysis in the SPL model-driven development. The SPL source model is expressed in UML extended with two separate profiles: a ""product line"" profile from literature for specifying the commonality and variability between products, and the MARTE profile recently standardized by OMG for performance annotations. The automatic derivation of a concrete product model based on a given feature configuration is enabled through the mapping between features from the feature model and their realizations in the design model. The paper proposes an efficient mapping technique that aims to minimize the amount of explicit feature annotations in the UML design model of SPL. Implicit feature mapping is inferred during product derivation from the relationships between annotated and non-annotated model elements as defined in the UML metamodel and well formedness rules. The transformation is realized in the Atlas Transformation Language (ATL) and illustrated with an ecommerce case study that models structural and behavioural SPL views."
"Web Browsing, Mobile Computing and Academic Performance","Students in two different courses at a major research university (one a Communication course, the other a Computer Science course) were given laptop computers with wireless network access during the course of a semester. Students’ Web browsing on these laptops (including: URLs, dates, and times) was recorded 24 hours/day, 7 days/week in a log file by a proxy server during most of a semester (about 15 weeks). For each student, browsing behavior was quantified and then correlated with academic performance. The emergence of statistically significant results suggests that quantitative characteristics of browsing behavior—even prior to examining browsing content—can be useful predictors of meaningful behavioral outcomes. Variables such as Number of browsing sessions and Length of browsing sessions were found to correlate with students’ final grades; the valence and magnitude of these correlations were found to interact with Course (i.e., whether student was enrolled in the Communication or Computer Science course), Browsing Context (i.e., setting in which browsing took place: during class, on the wireless network between classes, or at home) and Gender. The implications of these findings in relation to previous studies of laptop use in education settings are discussed."
Optimization of transceivers with bit allocation to maximize bit rate for MIMO transmission,"There have been many results on designing transceivers for MIMO channels. In early results, the transceiver is designed for a given bit allocation. In this paper we will jointly design the transceiver and bit allocation for maximizing bit rate. By using a high bit rate assumption, we will see that the optimal transceiver and bit allocation can be obtained in a closed form using simple Hadamard inequality and the Poincare separation theorem. In the simulation, we will demonstrate the usefulness of the joint design. Simulation results, in which a high bit rate assumption is not used in allocating bits, show that a higher bit rate can be achieved compared to previously reported methods."
MoRePriv: mobile OS support for application personalization and privacy,"Privacy and personalization of mobile experiences are inherently in conflict: better personalization demands knowing more about the user, potentially violating user privacy. A promising approach to mitigate this tension is to migrate personalization to the client, an approach dubbed  client-side personalization . This paper advocates for  operating system support  for client-side personalization and describes MoRePriv, an operating system  service  implemented in the Windows Phone OS. We argue that personalization support should be as ubiquitous as location support, and should be provided by a unified system within the OS, instead of by individual apps.   We aim to provide a solution that will stoke innovation around mobile personalization. To enable easy application personalization, MoRePriv approximates users' interests using  personae  such as technophile or business executive. Using a number of case studies and crowd-sourced user studies, we illustrate how more complex personalization tasks can be achieved using MoRePriv.   For privacy protection, MoRePriv distills sensitive user information to a coarse-grained  profile , which limits the potential damage from information leaks. We see MoRePriv as a way to increase end-user privacy by enabling client-side computing, thus minimizing the need to share user data with the server. As such, MoRePriv shepherds the ecosystem towards a better privacy stance by  nudging  developers away from today's privacy-violating practices. Furthermore, MoRePriv can be  combined  with privacy-enhancing technologies and is complimentary to recent advances in data leak detection."
Hierarchical implicit deregistration with forced registrations in 3G wireless networks,"Deregistration due to the departures of mobile users from their current visiting registration area may cause significant traffic in the wireless cellular networks. In this paper, we propose a hierarchical implicit deregistration scheme with forced registration in third-generation wireless cellular networks to reduce the remote/international roaming signaling traffic when home-location registers (HLRs), gateway-location registers (GLRs), and the visitor-location registers (VLRs) form a three-level database hierarchy. In this scheme, if a mobile phone arrives and the GLR/VLR is full, a random record is deleted and the reclaimed storage is reassigned to the new arriving mobile phone. When a call arrives and the callee's record is missing in the GLR/VLR, forced registration is executed to restore the GLR/VLR record before the call-setup operation proceeds. An analytic model is proposed to carry out the performance evaluation for the proposed scheme. Our results show that the proposed scheme not only reduces the local deregistration traffic between the GLR and the VLR, but also reduces the remote/international deregistration traffic between the HLR and the GLR, especially when the ratio of the cost of the remote/international traffic between GLR and HLR to the cost of local traffic between the VLR and the GLR is high."
Global optimization of extended hand-eye calibration,This paper introduces simultaneous global optimization of both camera orientation and vehicle wheel circumference without requiring any information about the translations in the system. The main contribution are new objective function bounds to integrate this problem into a branch-and-bound parameter space search. The presented method constitutes the first guaranteed globally optimal estimator for both components of the problem with respect to a cost function based on reprojection errors. The algorithm operates directly on image measurements and does not depend on any structure and motion preprocessing to estimate camera poses. The complete system is implemented and validated on both synthetic and real automotive datasets.
Blog Popularity Mining Using Social Interconnection Analysis,"Analyzing interconnections among blog communities reveals blogger behaviors that could help in assessing blog quality. A new approach to ranking blogs uses a social blog network model based on blogs' interconnection structure and a popularity ranking method, called BRank. Experiments show that the proposed method can discriminate blogs with various degrees of popularity in the blogosphere."
Do changes in movements after tool use depend on body schema or motor learning,"In a recent study, Cardinali et al. (2009) showed that training the use of a tool affected kinematic characteristics of subsequent free movements (i.e., movement were slower, for instance), which they interpreted as that the use of a tool affects the body schema. The current study examined whether these results can also be explained in terms of motor learning where movement characteristics during tool use persist in the free movements. Using a different tool we replicated parts of the study of Cardinali et al: As did Cardinali et al. we found that tool use after-effects can be found in subsequent free movements. Importantly, we showed that the tooling movement was very slow compared to the free hand movement. We concluded that it can not be ruled out yet that after-effects of tool use originate from a general slowing down of movement speed that persists in free hand movements."
Discovering golden nuggets: data mining in financial application,"With the increase of economic globalization and evolution of information technology, financial data are being generated and accumulated at an unprecedented pace. As a result, there has been a critical need for automated approaches to effective and efficient utilization of massive amount of financial data to support companies and individuals in strategic planning and investment decision-making. Data mining techniques have been used to uncover hidden patterns and predict future trends and behaviors in financial markets. The competitive advantages achieved by data mining include increased revenue, reduced cost, and much improved marketplace responsiveness and awareness. There has been a large body of research and practice focusing on exploring data mining techniques to solve financial problems. In this paper, we describe data mining in the context of financial application from both technical and application perspectives. In addition, we compare different data mining techniques and discuss important data mining issues involved in specific financial applications. Finally, we highlight a number of challenges and trends for future research in this area."
Fault and simple power attack resistant RSA using Montgomery modular multiplication,"Side channel attacks and more specifically fault, simple power attacks, constitute a pragmatic, potent mean of braking a cryptographic algorithm like RSA. For this reason, many researchers have proposed modifications on the arithmetic operation functions required for RSA in order to thwart those attacks. However, these modifications are applied on theoretic — algorithmic level and do not necessary result in high performance RSA designs. This paper constitute the first complete attempt for an efficient design approach on a fault and simple power attack resistant RSA based on the well known, for its high performance, Montgomery multiplication algorithm. To achieve this, a fault and simple power attack resistant modular exponentiation algorithm is proposed that is based on the Montgomery modular multiplication. In order to optimize this algorithm's performance we also propose a modified version of Montgomery modular multiplication algorithm that employs value precomputation and carry save logic in all input, output and intermediate values. We introduce a hardware architecture based on the proposed Montgomery modular multiplication algorithm and use it as a building block for the design of a fault and simple power attack resistant modular exponentiation unit. This unit is optimized by taking advantage of the inherit parallelism in the proposed fault and simple power attack resistant modular exponentiation algorithm. Realizing the proposed unit in FPGA technology very advantageous results are found when compared against other well known designs even though our design bears an extra computation cost due to its fault and simple power attack resistance characteristic."
A fast and efficient algorithm to map prerequisites of landslides in sensitive clays based on detailed soil and topographical information,"We present an algorithm developed for GIS-applications in order to produce maps of landside susceptibility in postglacial and glacial sediments in Sweden. The algorithm operates on detailed topographic and Quaternary deposit data. We compare our algorithm to two similar computational schemes based on a global visibility operator and a shadow-casting algorithm. We find that our algorithm produces more reliable results in the vicinity of stable material than the global visibility algorithm. We also conclude that our algorithm is more computationally efficient than the other two methods, which is important when we may want to assess the effects of uncertainty in the data by evaluating many different models. Our method also provides the possibility to take other data into account. We show how different soil types with different geotechnical properties may be modelled. Our algorithm may also take depth information, i.e. the thicknesses of the deposits into account. We thus propose that our method may be used to provide more refined maps than the overview maps in areas where more detailed geotechnical/geological data have been acquired. The efficiency of our algorithm suggests that it may replace any global visibility operators used in other applications or processing schemes of gridded map data."
Assessing the Value of Enterprise Identity Management (EIdM) Towards a Generic Evaluation Approach,"The introduction of enterprise identity management systems (EldMS) in organisations is a costly and challenging endeavour, where organisations have to face various costs for the planning, the implementation, and the operation of such systems. In the planning phase it is important that organisational aspects are incorporated into the development of an enterprise identity management (EldM) solution, instead of purely focussing on the technological or financial issues. Indeed, without a proper assessment of the costs and the organisational settings (such as stakeholders, processes), companies will not see the benefit for introducing EldM as additional layer into their IT infrastructure and their business processes. This paper proposes initial ideas for a generic approach, based on the balanced scorecard, for assessing the value of investing in the introduction of EldMS. In the decision process, such an instrument can be used for decision support purposes and the planning phase on a tactical level. Furthermore, the organisational aspects are discussed and possible solutions for integrating all relevant parties into the planning process are presented."
Reactive NUMA: a design for unifying S-COMA and CC-NUMA,"This paper proposes and evaluates a new approach to directory-based cache coherence protocols called  Reactive NUMA  (R-NUMA). An R-NUMA system combines a conventional CC-NUMA coherence protocol with a more-recent Simple-COMA (S-COMA) protocol. What makes R-NUMA novel is the way it dynamically reacts to program and system behavior to switch between CC-NUMA and S-COMA and exploit the best aspects of both protocols. This reactive behavior allows each node in an R-NUMA system to independently choose the best protocol for a particular page, thus providing much greater performance stability than either CC-NUMA or S-COMA alone. Our evaluation is both qualitative and quantitative. We first show the theoretical result that R-NUMA's worst-case performance is bounded within a small constant factor (i.e., two to three times) of the best of CC-NUMA and S-COMA. We then use detailed execution-driven simulation to show that, in practice, R-NUMA usually performs better than either a pure CC-NUMA or pure S-COMA protocol, and no more than 57% worse than the best of CC-NUMA and S-COMA, for our benchmarks and base system assumptions."
Robust Exponential Stability of Markovian Jump Impulsive Stochastic Cohen-Grossberg Neural Networks With Mixed Time Delays,"This paper is concerned with the problem of exponential stability for a class of Markovian jump impulsive stochastic Cohen-Grossberg neural networks with mixed time delays and known or unknown parameters. The jumping parameters are determined by a continuous-time, discrete-state Markov chain, and the mixed time delays under consideration comprise both time-varying delays and continuously distributed delays. To the best of the authors' knowledge, till now, the exponential stability problem for this class of generalized neural networks has not yet been solved since continuously distributed delays are considered in this paper. The main objective of this paper is to fill this gap. By constructing a novel Lyapunov-Krasovskii functional, and using some new approaches and techniques, several novel sufficient conditions are obtained to ensure the exponential stability of the trivial solution in the mean square. The results presented in this paper generalize and improve many known results. Finally, two numerical examples and their simulations are given to show the effectiveness of the theoretical results."
The type and effect discipline,"The type and effect discipline, a framework for reconstructing the principal type and the minimal effect of expressions in implicitly typed polymorphic functional languages that support imperative constructs, is introduced. The type and effect discipline outperforms other polymorphic type systems. Just as types abstract collections of concrete values, effects denote imperative operations on regions. Regions abstract sets of possibly aliased memory locations. Effects are used to control type generalization in the presence of imperative constructs while regions delimit observable side effects. The observable effects of an expression range over the regions that are free in its type environment and its type; effects related to local data structures can be discarded during type reconstruction. The type of an expression can be generalized with respect to the variables that are not free in the type environment or in the observable effect. >"
Acoustic-to-articulatory inversion using an episodic memory,"This paper presents a new acoustic-to-articulatory inversion method-based on an episodic memory, which is an interesting model for two reasons. First, it does not rely on any assumptions about the mapping function but rather it relies on real synchronized acoustic and articulatory data streams. Second, the memory structurally embeds the naturalness of the articulatory dynamics. In addition, we introduce the concept of generative episodic memory, which enables the production of unseen articulatory trajectories according to the acoustic signals to be inverted. The proposed memory is evaluated on the MOCHA corpus. The results show its effectiveness and are very encouraging since they are comparable to those of recently proposed methods."
Home Network Framework Based on OSGi Service Platform Using SSL Component Bundle,"It becomes increasingly common to use distributed services according to development of wire/wireless network. Home network area is also based on distributed environment which use a lot of services. Various technologies already have been used in home network. However, the research of information security part is insufficient. Thus, in this paper, we enhance our previous work by applying SSL component as a bundle format. This framework includes efficient user access control based on OSGi service platform from the former researches. This paper can cover the venerability between home gateway and authorization server in existing OSGi service platform. Therefore we provide the advantages of pre-studied framework and user information protection simultaneously."
Analyzing an embedded sensor with timed automata in uppaal,"An infrared sensor is modeled and analyzed in Uppaal. The sensor typifies the sort of component that engineers regularly integrate into larger systems by writing interface hardware and software.   In all, three main models are developed. In the first model, the timing diagram of the sensor is interpreted and modeled as a timed safety automaton. This model serves as a specification for the complete system. A second model that emphasizes the separate roles of driver and sensor is then developed. It is validated against the timing diagram model using an existing construction that permits the verification of timed trace inclusion, for certain models, by reachability analysis (i.e., model checking). A transmission correctness property is also stated by means of an auxiliary automaton and shown to be satisfied by the model.   A third model is created from an assembly language driver program, using a direct translation from the instruction set of a processor with simple timing behavior. This model is validated against the driver component of the second timing diagram model using the timed trace inclusion validation technique. The approach and its limitations offer insight into the nature and challenges of programming in real time."
