Label,Frequency
noise reduction methods,1
noise measurements,1
listening tests,1
wavelet threshold,1
de-nosing,1
image denoising methods,1
de-noising algorithm,1
image denoising algorithm,1
de-noising techniques,1
non-local means,1
wavelet thresholding,1
de-noise,1
image noise,1
total variation regularization,1
poisson noise,1
image deblurring,1
contourlet coefficients,1
nonsubsampled contourlet transforms,1
noisy pixels,1
salt removal,1
ssim,1
mse,1
corrupted images,1
wavelet-based images,1
wavelet shrinkage,1
dual-tree complex wavelets,1
shift invariance,1
dual-tree,1
remove noise,1
reduced-rank,1
impulsive noise,1
deadlock-free routing,1
wormhole switching,1
physical channels,1
fault-tolerant routing algorithm,1
blind channel estimation,1
semi-blind channel estimation,1
blind algorithms,1
decision-directed,1
decision feedback,1
beamforming algorithms,1
desired signal,1
linearly constrained minimum variance,1
weak classifiers,1
multiclass classification problems,1
multi-class classifier,1
error correcting output code,1
classifier fusion,1
combining classifiers,1
classifier selection,1
class labels,1
k-nearest neighbor classifier,1
cascade classifiers,1
supervised classifiers,1
haar-like features,1
adaboost learning,1
haar features,1
face detection algorithm,1
face detection system,1
real-time face detection,1
face detector,1
face detection methods,1
svm(support vector machine),1
classification process,1
robust controller design,1
robust control designs,1
adaptive robust control,1
linear fractional transformations,1
robust tracking,1
flight test,1
maneuvering target tracking,1
model reference adaptive,1
model reference,1
tracking controller,1
adaptive control schemes,1
tracking control problem,1
adaptive rate control,1
state feedback control,1
markov jump system,1
quadratic lyapunov function,1
linear time-delay system,1
chaos control,1
stochastic control,1
non-linear stochastic systems,1
stochastic system,1
stochastic modelling,1
stochastic demand,1
aircraft detection,1
control surfaces,1
aircraft communication,1
altitude control,1
fixed wings,1
aircraft systems,1
unmanned helicopter,1
stability and control,1
flight conditions,1
flight envelopes,1
response systems,1
switching controllers,1
passive suspension,1
suspension system,1
probability densities,1
weibull theory,1
scale parameter,1
failure data,1
cumulative distribution function,1
radial distribution functions,1
orientation distribution function,1
probability distribution function,1
nakagami-m,1
receive diversity,1
multiple transmit antennas,1
diversity methods,1
space diversity,1
diversity combining,1
nakagami fading channel,1
equal-gain combining,1
diversity systems,1
ds-cdma system,1
space-time trellis codes,1
maximum likelihood decoding,1
multiple receive antennas,1
cpm,1
source and channel coding,1
frequency shift,1
doppler frequency shift,1
combining techniques,1
bpsk modulation,1
bpsk,1
qpsk modulation,1
differential phase-shift keying,1
channel spacings,1
differential phase shift keying,1
differential detection,1
psk,1
rayleigh fading channels,1
radio stations,1
mobile radio channels,1
code division multiple access (cdma) systems,1
mobile radios,1
ds/cdma,1
blind multiuser detection,1
multipath fading channels,1
spreading sequences,1
inter-satellite link,1
satellite ground stations,1
rain rates,1
rainfall rates,1
transponder,1
rfid tag antennas,1
ultra-high frequency,1
passive uhf rfid,1
passive tags,1
satellite system,1
qam,1
average spectral efficiency,1
over sampling ratio,1
sigma-delta modulation,1
error vector magnitude,1
full rate,1
qo-stbc,1
alamouti codes,1
transmitting antenna,1
multiple-input multiple-output radars,1
multiple input multiple output (mimo) radars,1
angle estimation,1
multistatic radars,1
parabolic reflector,1
stbc,1
mutual coupling effects,1
digital beam forming,1
peak-to-average power ratio reductions,1
selected mapping,1
smart antenna systems,1
non-gaussian noise,1
random finite sets,1
gaussian components,1
fading parameters,1
adjacent channels,1
channel interferences,1
interfering signals,1
signal to interference ratio,1
generalized gaussian,1
fuzzy clustering method,1
initial cluster centers,1
fuzzy clusters,1
fuzzy clustering techniques,1
cluster validity index,1
fuzzy clustering algorithms,1
fuzzy clustering analysis,1
fuzzy identification,1
cluster numbers,1
possibilistic c-means,1
k-means algorithms,1
traditional clustering,1
evaluation system,1
car models,1
suspension systems,1
single-input single-output,1
algebraic degrees,1
sum of squares,1
impulsive systems,1
mean square,1
existence and uniqueness,1
existence of solutions,1
chuas circuit,1
engine speed,1
high speed machining,1
at-speed,1
turning process,1
flank wear,1
cutting temperature,1
spindle speed,1
cutting depth,1
chip formations,1
powertrains,1
regenerative braking,1
distributed generators,1
mapping algorithms,1
projection displays,1
projection screens,1
image projection,1
projector,1
disparity maps,1
photon mapping,1
application mapping,1
remote sensing image classification,1
target detections,1
small target detection,1
target detection algorithm,1
automatic target detection,1
sar system,1
moving target detection,1
photoacoustic techniques,1
monostatic,1
point targets,1
synthetic aperture radar images,1
radarsat 1,1
radarsat-2,1
high-resolution sar,1
envisat-1,1
de-speckling,1
sar image segmentation,1
airborne sar,1
synthetic aperture radar imagery,1
sar sensors,1
tandem-x,1
persistent scatterers,1
interferometric sar,1
ship targets,1
radarsat,1
ground deformations,1
polarimetric synthetic aperture radars,1
synthetic aperture sonar,1
phase maps,1
synthetic aperture imaging,1
image formations,1
interferometric phase,1
polinsar,1
multi-baseline,1
isar images,1
ground moving target indication,1
radar polarimetry,1
radar reflection,1
landmine detection,1
buried objects,1
ground-penetrating radar,1
subsurface structures,1
polarimetric radars,1
polarimetric imaging,1
polsar,1
stokes vector,1
scattering mechanisms,1
radar astronomy,1
precipitation radar,1
trmm,1
rainfall data,1
radar data,1
radar interferometry,1
grace,1
synthetic aperture radar interferometry,1
radar altimeters,1
sea surface height,1
rf transceivers,1
fso,1
free-space optical link,1
multi-temporal image,1
remote sensing satellites,1
fourier transform spectrometers,1
fts,1
super resolutions,1
range resolution,1
visual vocabularies,1
automatic image annotation,1
web images,1
image semantics,1
scene classification,1
spectral band,1
band selection,1
hyper-spectral imageries,1
hyperspectral image analysis,1
hyperspectral image processing,1
hyperspectral imaging systems,1
spectral correlation,1
endmember extraction,1
hyperspectral unmixing,1
mixed pixel,1
spectral libraries,1
linear spectral unmixing,1
multi-spectral imaging systems,1
linear predictive coding,1
code excited linear prediction,1
line spectral frequencies,1
speech compression,1
wideband speech,1
linear predictive coding (lpc),1
spectral distortions,1
speech synthesizer,1
text-to-speech synthesis,1
natural speech,1
expressive speech,1
speech database,1
vocal-tracts,1
speaker verification system,1
speaker model,1
score normalization,1
universal background model,1
supervector,1
speaker recognition system,1
speaker identification systems,1
text-independent speaker identification,1
automatic speaker recognition,1
cepstral features,1
equal error rate,1
gmm,1
mfcc,1
speech features,1
hidden markov models (hmm),1
intelligibility,1
target speech,1
speech separation,1
speech segments,1
noise signals,1
speech recognition technology,1
recognition algorithm,1
speech recognition performance,1
human activity recognition,1
accelerometer data,1
complex activity,1
activity models,1
acceleration data,1
orl face database,1
cepstral analysis,1
phone recognition,1
communication aids for nonvocal persons,1
aac,1
augmentative communication,1
microphone,1
microphone signals,1
sound recording,1
headphones,1
electroacoustic transducers,1
sound pressure level,1
ultrasonic propagation,1
noise source,1
ambient noise,1
speech rates,1
audio source separation,1
music signals,1
audio classification,1
music similarity,1
music retrieval,1
music genre,1
music database,1
music classification,1
music players,1
sound synthesis,1
musical performance,1
audio files,1
audio content,1
environmental sounds,1
audio information,1
audio analysis,1
audio streaming,1
multiple signal classification algorithm,1
mp3 compression,1
digital audio watermarking,1
linear mixtures,1
basic emotions,1
emotion models,1
triphones,1
word learning,1
magnetostriction,1
multimodal dialogue systems,1
electric sensing devices,1
vibration monitoring,1
laser doppler vibrometry,1
acoustic radiation force,1
sound propagation,1
hht,1
instantaneous amplitude,1
ensemble empirical mode decomposition,1
emd method,1
imf,1
end effects,1
process noise,1
correlated noise,1
ica algorithms,1
bss,1
fastica algorithms,1
robust asr,1
frame structure,1
steel frame,1
mrf,1
frames,1
reinforced concrete frames,1
eigenvalue analysis,1
hidden markov modeling,1
hmm models,1
sign language recognition,1
constraint lengths,1
convolutional coding,1
gaussian mixture modeling,1
foreground detection,1
shadow removal,1
telephone networks,1
public switched telephone network,1
mobile-phone users,1
phone calls,1
mobile phone applications,1
smart-phone applications,1
ipad,1
android applications,1
ios,1
android platforms,1
mobile operating systems,1
indoor navigation system,1
mobile clouds,1
mobile phone cameras,1
telephone services,1
text messages,1
ip telephony,1
voip systems,1
telephony,1
text messaging,1
mobile interaction,1
voicexml,1
false rejection rate,1
metro networks,1
physical layer network coding (pnc),1
physical-layer network coding,1
svm model,1
piece-wise linear functions,1
brain-computer interfaces (bci),1
event related desynchronization,1
biometric data,1
biometric traits,1
biometric recognition,1
biometric features,1
hand geometry,1
person recognition,1
biometric technology,1
matching score,1
minutiae extraction,1
dwt,1
dwt coefficients,1
discrete wavelet transformation,1
2-d discrete wavelet transforms,1
mother wavelets,1
subband decomposition,1
full band,1
jpeg2000 compression,1
approximation coefficients,1
decomposition level,1
hvs,1
digital image watermarking,1
robust watermarking,1
image watermarking algorithm,1
geometrical attacks,1
embedded watermarks,1
watermark bits,1
robust watermarking scheme,1
blind watermarking,1
embedding process,1
stirmark,1
watermarking systems,1
embedding watermarks,1
content authentication,1
watermark information,1
quantization index modulation,1
video watermarking,1
image steganography,1
steganographic algorithms,1
embedding rates,1
hidden messages,1
steganographic schemes,1
lsb matching,1
wavelet basis,1
wavelet function,1
wavelet packet decomposition,1
multi resolution decomposition,1
test results,1
fortran 90,1
asynchronous design,1
magnitude response,1
all digital phase locked loop,1
delay faults,1
delay-locked loops,1
delay testing,1
buffer insertion,1
crossbar switch,1
flip-flop,1
clock gating,1
sna,1
collaboration network,1
link prediction,1
social relations,1
network analysis,1
vector network analyzers,1
network analyzer,1
power networks,1
circuit analysis,1
circuit modeling,1
equivalent circuit model,1
lumped parameter networks,1
chaotic circuits,1
network visualization,1
power integrity,1
triple modular redundancy,1
configuration memory,1
technology scaling,1
process variability,1
parametric yield,1
post-silicon,1
static noise margin,1
6t-sram,1
bit lines,1
blind signal separation,1
blind source extraction,1
non-negative matrix factorization algorithms,1
projected gradient,1
blind deconvolution,1
joint diagonalization,1
time frequency domain,1
multiplicative updates,1
non-negativity,1
first-order statistics,1
tensor factorization,1
non-negative matrix,1
factorization methods,1
lu factorization,1
factorization algorithms,1
integer factorization,1
data matrices,1
spectral factorization,1
basis vector,1
cross-terms,1
multicomponent signals,1
mechanical vibrations,1
paper coating,1
"(i ,j) conditions",1
discrete dynamical systems,1
periodic orbits,1
adaptive e-learning systems,1
engine performance,1
cylinder pressures,1
crankshafts,1
engine pistons,1
automotive engine,1
marine engines,1
gas engines,1
internal combustion,1
air engines,1
engine control,1
jet propulsion laboratory,1
combined cycle power plants,1
aircraft propulsion,1
tidal power,1
aero-engine,1
intelligent fault diagnosis,1
chaotic synchronization,1
chen system,1
image encryption scheme,1
chaos systems,1
chaotic signal,1
chaotic encryptions,1
chaotic motions,1
image scrambling,1
pseudorandom sequences,1
strain energy density,1
minimum mean squared error,1
linear minimum mean square errors,1
linear minimum mean-squared errors,1
determination coefficients,1
coefficient of determination,1
minimum mean square errors (mmse),1
vector quantizers,1
scalar quantization,1
codebook generation,1
code vectors,1
mean shift tracking,1
bhattacharyya coefficient,1
mean-shift segmentation,1
object tracking algorithm,1
quantization schemes,1
objective video quality,1
video quality metric,1
video distortions,1
peer-to-peer streaming,1
peer selection,1
real-time video transmission,1
video streaming services,1
uep,1
image transmission,1
constant bit rate (cbr),1
picture archiving,1
dicom,1
"health records, personal",1
streaming media,1
media streams,1
streaming servers,1
streaming applications,1
live video streaming,1
peer-to-peer video streaming,1
adaptive video streaming,1
jpeg 2000 standard,1
constant bit rate,1
scalar quantizers,1
electroencephalogram signals,1
brain signals,1
mental tasks,1
eeg recording,1
electroencephalographic signals,1
eeg analysis,1
eeg classification,1
brain wave,1
epileptic patients,1
visual stimulus,1
brain activity,1
information transfer rate,1
brain-computer interfacing,1
electroencephalography (eeg),1
brain computer interfaces (bcis),1
motor disability,1
brain computer interface (bci),1
automatic classification,1
character recognition system,1
human face detection,1
software effort estimation,1
binary patterns,1
fault feature,1
bearing fault,1
vibration data,1
roller bearings,1
bearing fault diagnosis,1
target recognition,1
malware analysis,1
anti-malware,1
antivirus softwares,1
network traffic classification,1
port numbers,1
traffic identification,1
rs image,1
social network sites,1
sns,1
social graphs,1
information diffusion,1
viral marketing,1
social computing,1
information propagation,1
online social networkings,1
unified theory of acceptance and use of technology,1
lt codes,1
sharing information,1
video sharing,1
visual exploration,1
parallel coordinates,1
anomaly detection methods,1
anomaly-detection algorithms,1
anomaly detection systems,1
normal behavior,1
misuse detection,1
anomaly detector,1
network anomalies,1
traffic anomalies,1
anomalous behavior,1
negative selection algorithm,1
anomaly intrusion detection,1
customer behavior,1
nosql,1
information filtering,1
sdma,1
space division multiplexing,1
sdm,1
clustering quality,1
spatial clustering,1
attribute data,1
credit card frauds,1
terrestrial laser scanners,1
intelligent software agent,1
agent-oriented,1
agent systems,1
multiagent framework,1
agent model,1
multi-agent technologies,1
multiagent architecture,1
distributed artificial intelligence,1
agent-based approach,1
agent-based framework,1
agent-based architecture,1
multi-agent approach,1
stabilizers (agents),1
pedagogical agents,1
coalition structure,1
coalitional game,1
algorithmic mechanism design,1
individual rationality,1
auction mechanisms,1
vcg mechanism,1
incentive compatible,1
optimal mechanism,1
strategy proofs,1
dominant strategy,1
mobile agent systems,1
mobile agent security,1
malicious host,1
spiking neural networks,1
agent-based simulation models,1
agent-based modelling,1
multi-agent model,1
strongly connected,1
agglomerative hierarchical clustering,1
replicator dynamics,1
evolution of cooperation,1
service contract,1
revenue sharing contracts,1
centralized architecture,1
individual learning,1
collaborative systems,1
digital games,1
non-player character,1
game environment,1
gameplay,1
game designers,1
player experience,1
gamification,1
game experience,1
game industry,1
massively multiplayer,1
mmorpgs,1
mmorpg,1
tutoring system,1
first person shooter,1
constraint networks,1
local consistency,1
kernel learning,1
constraint satisfaction problems (csp),1
quality requirements,1
software requirements specifications,1
requirement engineering,1
system requirements,1
requirements management,1
requirements engineering process,1
requirements modeling,1
requirements engineers,1
goal-oriented requirements engineering,1
requirements traceability,1
goal models,1
security requirements engineering,1
requirements document,1
business goals,1
requirement elicitation,1
requirement analysis,1
model-based systems engineering,1
security engineering,1
common criteria,1
security patterns,1
secure software,1
security architecture,1
original signers,1
signcryption schemes,1
semantic security,1
automated debugging,1
software bug,1
debugging tools,1
software defect prediction,1
bug-fixing,1
bug tracking system,1
debugging process,1
software failure,1
program understanding,1
software visualization,1
software change,1
multi-threaded application,1
static program analysis,1
static and dynamic analysis,1
pointer analysis,1
intermediate representations,1
java card,1
software vulnerabilities,1
maintenance tasks,1
maintenance activity,1
maintenance process,1
source code analysis,1
fault prevention,1
fault tolerance mechanisms,1
fault tolerance techniques,1
fault-tolerance capability,1
self-stabilizing algorithm,1
permanent faults,1
hardware faults,1
differential fault analysis,1
failover,1
message logging,1
soft error rate,1
area overhead,1
byzantine failures,1
failure recovery,1
fault-tolerant systems,1
synchronous system,1
multiprocessor systems on chips,1
large-scale distributed system,1
network-on-chip architectures,1
noc design,1
mpsoc,1
systems on chips,1
systems-on-chip,1
on-chip interconnection network,1
router architecture,1
multiprocessor system on chips,1
network-on-chips,1
bus-based,1
cycle accurate,1
on chip interconnect,1
in-chip,1
cmp,1
off-chip memories,1
full-system simulation,1
cache blocks,1
multiprocessor-system,1
hardware overheads,1
system on chip,1
hypercube networks,1
message complexity,1
fault forecasting,1
software quality framework,1
software quality criteria,1
software quality planning,1
software quality control,1
code inspection,1
symbolic verification,1
component-based framework,1
component repository,1
component selection,1
component behavior,1
component model semantics,1
component integration,1
software components,1
component composition,1
component based approach,1
component based software engineering,1
reusable components,1
reusable softwares,1
transaction level modeling,1
tlm,1
system-level modeling,1
simulation speed,1
laser induced fluorescence detection,1
change impact analysis,1
complex software systems,1
component-based software systems,1
open source system,1
iso/iec 9126-i,1
software measurement,1
complexity metrics,1
software complexity,1
software quality assurance,1
software product quality,1
reverse engineers,1
process reengineering,1
software reengineering,1
business process reengineering (bpr),1
legacy migration,1
legacy software,1
legacy applications,1
legacy code,1
cobol (programming language),1
aspect-oriented software,1
aspect-orientation,1
software design patterns,1
software process modeling,1
project failures,1
software process models,1
capability maturity model integration,1
service oriented systems,1
generalized cross validation,1
adaptive regularization,1
agile practices,1
agile approaches,1
extreme programming,1
software development projects,1
computer systems programming--multiprocessing prog,1
error recovery,1
recovery time,1
recovery mechanisms,1
software reusability,1
test case prioritization,1
test case selection,1
regression test selection,1
representational state transfer,1
object-oriented programming languages,1
compilers,1
aadl,1
acme,1
autosar,1
darwin,1
east-adl,1
xadl,1
koala,1
box and line,1
osate,1
acmestudio,1
autofocus,1
menage,1
archstudio,1
opengl,1
shared memory system,1
parallel programming model,1
subroutines,1
jvm,1
usability evaluation methods,1
nielsen,1
web usability,1
user testing,1
usability methods,1
usability requirements,1
system usability,1
usability assessment,1
accessibility evaluation,1
design for all,1
disabilities,1
visually-impaired users,1
blind people,1
visually impaired people,1
vision aids,1
component based software development,1
technology innovation,1
circuit simulators,1
compact modeling,1
verilog-a,1
simulation environments,1
reliability prediction,1
reliability estimation,1
operational profile,1
non-homogeneous poisson process,1
reliability growth,1
code obfuscation,1
obfuscation,1
point density,1
sharp features,1
laser point,1
point data,1
surface fitting,1
implementation concerns,1
quality concerns,1
runtime concerns,1
architecture maintenance,1
transfer learning,1
formal learning,1
sustainable competitive advantages,1
small screens,1
mobile web,1
mobile handheld devices,1
digital home,1
digital tools,1
digital micro-mirror device,1
digital investigation,1
personal digital assistant,1
handheld,1
wearable,1
interactive tabletop,1
large displays,1
collaborative work,1
cesium alloys,1
collaborative softwares,1
groupware systems,1
collaborative activities,1
distance education and telelearning,1
cooperative/collaborative learning,1
multimedia/hypermedia systems,1
evaluation of cal systems,1
applications in subject areas,1
product development process,1
business environments,1
knowledge building,1
knowledge construction,1
user-centered,1
architectural design decisions,1
architecturally significant requirements,1
trade-off analysis,1
adaptive architecture,1
architecture frameworks,1
reference architectures,1
smart systems,1
software architecture decay,1
software architecture erosion,1
software architecture reconstruction,1
software architecture reverse engineering,1
architecture supporting activities,1
saam,1
reference architecture,1
processing core,1
multi-core machines,1
uml model,1
object constraint language,1
uml diagrams,1
uml activity diagrams,1
uml sequence diagrams,1
uml modeling,1
unified modelling language,1
use case diagram,1
program documentation,1
software development life cycle,1
"(e ,3e) process",1
capp,1
process plan,1
development processes,1
uml models,1
service-based systems,1
generative programming,1
iso/iec 15504,1
pci express,1
gigabit ethernet,1
tangible interaction,1
information system development,1
web developers,1
visual programming languages,1
business modeling,1
ipv4,1
social development,1
environmental kuznets curve,1
gross domestic products,1
error correction models,1
cointegration analysis,1
unit root,1
training support,1
investment decision making,1
capital financing,1
capital investment,1
venture capital,1
rate of return,1
internal rate of return,1
revenue,1
income tax,1
tax system,1
investment costs,1
information technology investments,1
alcatel (co),1
medicare part d,1
macroeconomic factors,1
geographic factors,1
cultural background,1
cost-utility,1
"economics, pharmaceutical",1
prospective payment system,1
m-commerce,1
market participants,1
enterprise computing,1
market risks,1
marketing strategy,1
b2c e-commerce,1
e-commerce transactions,1
b2c,1
e-business applications,1
business partners,1
b2b,1
e-procurement,1
online consumers,1
purchase intention,1
school admission criteria,1
pharmacy education,1
preceptorship,1
allied health education,1
graduate student,1
doctoral education,1
university sector,1
educational model,1
advanced pharmacy practice experience,1
pbl,1
computer assisted instruction,1
mobile-learning system,1
learning preferences,1
teaching styles,1
computing education,1
introductory computer science,1
computer science course,1
cs education,1
teaching programming,1
programming education,1
computer science curricula,1
web-based education,1
education technology,1
digital entertainment,1
higher education institutions,1
personalized learning,1
american society of health-system pharmacists,1
training programs,1
asynchronous learning,1
virtual classroom,1
online teaching,1
virtual lab,1
collaborative learning environment,1
collaborative learning activities,1
group learning,1
u-learning,1
ubiquitous learning environment,1
mobile learning environment,1
situated learning,1
pedagogy,1
ple,1
distributed learning environments,1
e-learning application,1
educational motion pictures,1
virtual learning,1
learning game,1
learning objectives,1
industrial relations,1
telecommunications industry,1
purchase,1
strategic alignment,1
it alignment,1
social presence,1
cim,1
manufacturing data processing,1
product data management (pdm),1
manufacturing resource planning,1
post-implementation,1
engineering characteristics,1
product configuration,1
customized products,1
product family design,1
product variety,1
complex products,1
product planning,1
engineering design process,1
design team,1
design collaboration,1
security management,1
production management,1
corporate governance,1
automated manufacturing systems,1
regulatory requirements,1
subscription television,1
freight transport,1
policy language,1
expected profits,1
closed-loop supply chain,1
remanufacturing,1
conservation of energy resources,1
java applications,1
java language,1
object oriented approach,1
ruby,1
code generators,1
program generation,1
impedance mismatch,1
policy specification,1
runtime monitoring,1
serializability,1
concurrent data structures,1
injection locked,1
heterogeneous multicore,1
oil recoveries,1
passive localization,1
arrayed waveguide gratings,1
all-optical signal processing,1
optical modulation,1
light interference,1
computer generated holograms,1
liquid crystal spatial light modulators,1
phase-only,1
laser beam shaping,1
mach zehnder modulator,1
electro-optic modulators,1
phase modulator,1
mach-zehnder,1
digital holograms,1
digital holographic microscopy,1
numerical reconstruction,1
phase image,1
optical scanners,1
aspheric surfaces,1
aspheres,1
photonic integrations,1
silicon waveguide,1
microrings,1
photonic crystal waveguide,1
two-dimensional photonic crystals,1
free spectral range,1
optical microcavities,1
continuous wave lasers,1
zero-dispersion wavelength,1
standard single mode fibers,1
pmd,1
differential group delay,1
single-mode optical fiber,1
multimode optical fibers,1
graded index,1
micro-structured optical fibers,1
holey fibers,1
confinement loss,1
fiber cores,1
preforming,1
optical-fiber communications,1
fabry-perot cavity,1
fiber sensor,1
mie scattering,1
brillouin,1
refractive index profiles,1
all fiber,1
optical signal to noise ratio,1
distributed generation system,1
interconnected power systems,1
optical interconnections,1
interconnects,1
on-chip interconnects,1
polymer waveguides,1
optical transceivers,1
vcsel,1
vecsel,1
active regions,1
threshold currents,1
dbr lasers,1
semiconducting gallium compounds,1
semiconducting indium gallium arsenide,1
quantum wires,1
inas quantum dots,1
inas/gasb,1
dark currents,1
ingaas,1
intersubband transitions,1
quantum well infrared photodetectors,1
gaas/algaas,1
multiple quantum wells,1
optically pumped,1
aluminum gallium arsenide,1
dwdm,1
highly nonlinear fibers,1
cross phase modulation,1
optical parametric amplifiers,1
business requirement,1
business logic,1
execution environments,1
testability analysis,1
radial diffusivity,1
corona radiata (brain),1
diffusion tensor imaging (dti),1
superior longitudinal bundle,1
diffusion mri,1
fiber tracking,1
perfusion weighted imaging,1
ultrasonic transmission,1
acoustoelectric effects,1
ultrasonic guided wave,1
ultrasonic signals,1
aluminum plates,1
ultrasound probes,1
ultrasonic images,1
"tomography, optical",1
diffuse optical tomography,1
optical coherence tomography (oct),1
axial resolutions,1
eit,1
computer assisted,1
helical tomotherapy,1
cone-beam ct,1
radiotherapy setup errors,1
image-guided radiation therapy,1
igrt,1
cbct,1
edi,1
automatic identification,1
computer privacy,1
customer loyalty,1
new business models,1
value network,1
value proposition,1
content providers,1
electronic books,1
e-book,1
electronic cash,1
perceived value,1
e-commerce applications,1
perceived risk,1
extranets,1
supermarket,1
customer demands,1
potential customers,1
retrial queue,1
inventory policies,1
servqual,1
industrial designs,1
creative design,1
mechanical product,1
industrial design,1
design activity,1
malicious peer,1
short signatures,1
chosen message attacks,1
without random oracles,1
certificateless public key cryptography,1
certificateless signature,1
certificateless cryptography,1
certificate management,1
diffie-hellman assumption,1
generic construction,1
id-based cryptography,1
ring signature schemes,1
certificate-based,1
broadcast encryption schemes,1
identity based signature,1
public verifiability,1
diffie-hellman problem,1
re-encryption,1
higgs boson,1
threshold signature,1
identity management systems,1
digital identity,1
identity information,1
signature schemes,1
group signature scheme,1
forward-secure,1
key exposure,1
multisignature scheme,1
aggregate signature,1
untraceability,1
identity theft,1
message recovery,1
anonymous communication systems,1
onion routing,1
user anonymity,1
anonymous authentication,1
modular exponentiation,1
montgomery multiplication,1
montgomery,1
rsa algorithms,1
ecc,1
new physics,1
supersymmetry,1
integrated luminosity,1
atlas detectors,1
non-interactive,1
security notion,1
rc4,1
distinguishers,1
preimage attack,1
offline password guessing attack,1
collision resistance,1
sha-3,1
chosen-plaintext attack,1
key generation,1
keystream,1
verifiable secret sharing,1
threshold secret sharing,1
improved scheme,1
dpa attacks,1
cryptographic devices,1
dpa,1
power analysis attack,1
timing attacks,1
trojans,1
prime field,1
qos attributes,1
extensible markup language,1
online learning environment,1
logistics information,1
logistics company,1
modern logistics,1
logistics service provider,1
pdb,1
computer language,1
is success model,1
cloud data,1
information assets,1
resource management systems,1
grid resource management,1
resource information,1
management information base,1
html documents,1
html pages,1
sgml,1
http protocols,1
adaptive streaming,1
dash,1
web traffic,1
xslt,1
xml files,1
xml format,1
xml technology,1
xml (extensible markup language),1
extensible markup language (xml),1
authentication and authorization,1
delegation,1
dublin core,1
embedded web servers,1
multi-server,1
server consolidation,1
web cache,1
web objects,1
back-end servers,1
storage servers,1
server loads,1
magnetic heads,1
disk array,1
disk arrays,1
mram devices,1
spin transfer torque,1
remote authentication,1
insecure networks,1
password-based authentication,1
vod,1
video-on-demand system,1
videocassette recorders,1
anti-spam,1
spam messages,1
mail servers,1
web spam,1
queueing model,1
microsoft windows,1
windows vista,1
windows ce,1
cdn,1
client-server architectures,1
structured p2p systems,1
unstructured peer-to-peer network,1
p2p computing,1
super-peer,1
gnutella,1
institutional repositories,1
scholarly communication,1
electronic journals,1
librarians,1
long-term preservation,1
digital objects,1
bibliographic records,1
digital collections,1
university libraries,1
virtual libraries,1
library services,1
hypertext markup language (html),1
image search engine,1
web image search,1
image collections,1
web information,1
log analysis,1
web crawling,1
relevance judgment,1
content-based image retrieval system,1
image retrieval systems,1
video copy detection,1
medical image retrieval,1
retrieved images,1
similar image,1
image indexing,1
common fixed point,1
existence results,1
photographic accessories,1
large image database,1
retrieval efficiency,1
web contents,1
search patterns,1
anti-phishing,1
social engineering,1
dynamic service composition,1
composition of services,1
service orchestration,1
complex services,1
service components,1
individual service,1
web-mining,1
web application security,1
desktop applications,1
dynamic web applications,1
multi-tier applications,1
free riding,1
principal-agent theory,1
incentive schemes,1
peer-to-peer overlay networks,1
p2p overlays,1
kademlia,1
chord,1
overlay multicast,1
service overlay networks,1
planetlab,1
overlay routing,1
overlay topologies,1
overlay nodes,1
p2p overlay networks,1
content distribution systems,1
peer-to-peer file sharing,1
peer-to-peer application,1
peer to peer (p2p) network,1
structured p2p networks,1
p2p environment,1
jxta,1
file-sharing system,1
web browsing,1
online conferencing,1
spatial data infrastructure,1
e-research,1
e-infrastructures,1
multimedia documents,1
personal data,1
insider attack,1
efficient authentication,1
data security,1
aes encryption,1
aes algorithms,1
packet filtering,1
firewalls,1
intrusion detection systems (ids),1
private networks,1
packet filters,1
internet worm,1
worm detection,1
worms,1
malicious software,1
rootkits,1
malware attacks,1
malicious activities,1
host-based,1
honeynet,1
grid resources,1
encryption system,1
access policies,1
decryption keys,1
drm system,1
digital rights,1
memory latencies,1
data prefetching,1
e-learning materials,1
network monitoring,1
in-network management,1
mib,1
traffic traces,1
load-balancing schemes,1
optical networking,1
optical amplifier,1
optical amplifiers,1
edfa,1
pump sources,1
erbium doped fibers,1
narrow-line width,1
polarization maintaining,1
power-scaling,1
co-doping,1
up-conversion emission,1
energy transfer process,1
green emissions,1
rare earth ions,1
tellurite glass,1
holmium laser,1
thulium,1
erbium doped,1
fiber-ring lasers,1
erbium doped fiber laser,1
ring cavities,1
er-doped,1
erbium doped fiber amplifiers (edfa),1
excited state absorption,1
frequency up-conversion,1
rare earth doped,1
high energy lasers,1
high voltages,1
uniform illumination,1
ultraviolet lasers,1
diode lasers,1
excitation sources,1
difference-frequency generation,1
quasi phase matching,1
nonlinear crystals,1
format conversion,1
parametric oscillators,1
pump laser,1
frequency-doubling,1
coil,1
pulse compression,1
laser plasma,1
euv source,1
high brightness,1
second harmonics,1
fmcw radar,1
frequency-modulated continuous waves,1
experimental demonstrations,1
optical switching,1
optical transport networks,1
z-scan technique,1
nonlinear refractive index,1
wavelength channels,1
path protection,1
shared path protection,1
wavelength routing,1
cobit,1
it service providers,1
home gateway,1
upnp,1
home appliances,1
integrated networks,1
digital media,1
storage spaces,1
storage services,1
solid state drives,1
storage resources,1
memory technology,1
nonvolatile storage,1
read operation,1
storage devices,1
ssd,1
floating gates,1
hard disks,1
